;DATASET;MODEL;MODEL_INDEX;MODEL_DESCRIPTION;FORECAST_HORIZON;PAST_HISTORY_FACTOR;PAST_HISTORY;BATCH_SIZE;EPOCHS;STEPS;OPTIMIZER;LEARNING_RATE;NORMALIZATION;TEST_TIME;TRAINING_TIME;mse;rmse;mae;wape;mape;LOSS;VAL_LOSS
48;supply;lr;0;(False, True, False);72;2.333334;168;;;;Adam;;minmax;0.0228285789489746;0.1279301643371582;1330983.25;884.3656616210938;702.058837890625;0.0502212530649;0.0531820952892303;;
49;supply;rf;0;(300, 10, 2, 3);72;0.333334;24;;;;Adam;;minmax;0.5212316513061523;11.582672119140623;1352087.0689281968;920.0063544028528;757.0996266920725;0.0519252922158681;0.0546550071872835;;
50;supply;rf;0;(300, 10, 2, 3);72;0.666667;48;;;;Adam;;minmax;0.1078510284423828;21.97472620010376;1315154.6794801825;911.4519852695632;750.8070886185242;0.0514249273755166;0.054149261490839;;
51;supply;rf;0;(300, 10, 2, 3);72;1.0;72;;;;Adam;;minmax;0.549065113067627;35.128419399261475;1292454.4660128632;905.7166417363062;747.1924348765057;0.0511648725135073;0.0538567016167447;;
52;supply;rf;0;(300, 10, 2, 3);72;1.333334;96;;;;Adam;;minmax;0.4534857273101806;43.122406244277954;1301596.1188923689;913.2509794797264;755.5029708124763;0.0516338483039587;0.0543185285159534;;
53;supply;rf;0;(300, 10, 2, 3);72;1.666667;120;;;;Adam;;minmax;0.2349777221679687;52.13899850845337;1308329.9318778608;919.3112430903544;761.9553214023763;0.0520066571404714;0.0546997065800958;;
54;supply;rf;0;(300, 10, 2, 3);72;2.0;144;;;;Adam;;minmax;0.5893516540527344;63.63804841041565;1331951.429166241;928.6889905684023;769.8703147925335;0.0525258874305696;0.0552554334481115;;
55;supply;rf;0;(300, 10, 2, 3);72;2.333334;168;;;;Adam;;minmax;0.5350937843322754;68.15412712097168;1351993.463550441;937.0026736529647;778.0192384136575;0.0530705141943677;0.0558110762641291;;
56;supply;xgb;0;('gbtree', 300, 10, 0.8, 0.5, 6);72;0.333334;24;;;;Adam;;minmax;0.2329528331756591;9728.703053712845;1251766.875;828.8964233398438;668.8187255859375;0.0448221572227869;0.047038484364748;;
57;supply;xgb;0;('gbtree', 300, 10, 0.8, 0.5, 6);72;0.666667;48;;;;Adam;;minmax;0.2441558837890625;10501.167789697647;1229959.25;796.919921875;637.3623046875;0.0429847354000899;0.0451995953917503;;
58;supply;xgb;0;('gbtree', 300, 10, 0.8, 0.5, 6);72;1.0;72;;;;Adam;;minmax;0.2321553230285644;11819.024274349213;1238111.5;809.4034423828125;648.0221557617188;0.0433321739919548;0.0454337485134601;;
59;supply;xgb;0;('gbtree', 300, 10, 0.8, 0.5, 6);72;1.333334;96;;;;Adam;;minmax;0.2620828151702881;12276.211772441864;1351185.25;864.84130859375;700.6358032226562;0.0462046542745957;0.0482087284326553;;
60;supply;xgb;0;('gbtree', 300, 10, 0.8, 0.5, 6);72;1.666667;120;;;;Adam;;minmax;0.2764592170715332;12451.127670049667;1561200.625;946.2730102539062;778.8819580078125;0.050584822750776;0.0525172613561153;;
61;supply;xgb;0;('gbtree', 300, 10, 0.8, 0.5, 6);72;2.0;144;;;;Adam;;minmax;0.2126495838165283;13302.98607969284;1819358.625;1028.915771484375;863.5503540039062;0.0554756508978392;0.0573365129530429;;
62;supply;xgb;0;('gbtree', 300, 10, 0.8, 0.5, 6);72;2.333334;168;;;;Adam;;minmax;0.2488980293273925;13516.067899227142;1924770.375;1066.9521484375;901.6435546875;0.0579409406609663;0.0597863607108593;;
63;supply;lr;0;(False, True, False);168;0.14286;24;;;;Adam;;minmax;0.0499496459960937;0.1063065528869628;2111994.0;1178.1356201171875;924.9979248046876;0.0655069028935434;0.069584809243679;;
64;supply;lr;0;(False, True, False);168;0.28572;48;;;;Adam;;minmax;0.0104854106903076;0.2455906867980957;2004668.75;1156.202392578125;907.349853515625;0.064259118775893;0.0683539882302284;;
65;supply;lr;0;(False, True, False);168;0.42858;72;;;;Adam;;minmax;0.0028131008148193;0.5807487964630127;1983148.375;1151.6552734375;901.7935180664062;0.0638506029345247;0.0679538398981094;;
66;supply;lr;0;(False, True, False);168;0.571429;96;;;;Adam;;minmax;0.0774919986724853;0.7766015529632568;1983140.375;1151.924072265625;901.01318359375;0.0638072951655381;0.0679499804973602;;
67;supply;lr;0;(False, True, False);168;0.714286;120;;;;Adam;;minmax;0.0493793487548828;1.5462656021118164;1990370.0;1155.811767578125;904.9072875976562;0.0640973804650987;0.0682645738124847;;
68;supply;lr;0;(False, True, False);168;0.857143;144;;;;Adam;;minmax;0.096337080001831;0.9053592681884766;2001700.125;1160.808837890625;910.0048217773438;0.0644927088087796;0.0686639323830604;;
