;DATASET;MODEL;MODEL_INDEX;MODEL_DESCRIPTION;FORECAST_HORIZON;PAST_HISTORY_FACTOR;PAST_HISTORY;BATCH_SIZE;EPOCHS;STEPS;OPTIMIZER;LEARNING_RATE;NORMALIZATION;TEST_TIME;TRAINING_TIME;mse;rmse;mae;wape;mape;LOSS;VAL_LOSS
69;demand;rf;0;(300, 10, 4, 1);168;0.14286;24;;;;Adam;;minmax;0.7929210662841797;28.16356015205384;4132224.569412244;1645.6461220765082;1368.324004270779;0.0677075471522449;0.0680972209581142;;
70;demand;rf;0;(300, 10, 4, 1);168;0.28572;48;;;;Adam;;minmax;0.4468224048614502;55.05505323410034;4109430.843341809;1653.1484849147164;1375.2146171530858;0.0679681818075624;0.0682851816289791;;
71;demand;rf;0;(300, 10, 4, 1);168;0.42858;72;;;;Adam;;minmax;0.8826961517333984;80.16808152198792;4124540.002077488;1658.6153352771096;1379.6264520983177;0.0681473955165076;0.0684127781671872;;
72;demand;rf;0;(300, 10, 4, 1);168;0.571429;96;;;;Adam;;minmax;0.4485723972320556;110.67793011665344;4148383.480093844;1666.7497659279927;1387.417383573329;0.068480195744262;0.0687087761440288;;
73;demand;rf;0;(300, 10, 4, 1);168;0.714286;120;;;;Adam;;minmax;0.7030797004699707;135.91959834098816;4185005.5095382542;1676.267110658878;1395.212003054125;0.0688669353096297;0.0690910367316397;;
74;demand;rf;0;(300, 10, 4, 1);168;0.857143;144;;;;Adam;;minmax;0.3272109031677246;116.3921058177948;4228470.825335613;1685.6717655681528;1401.8849934189411;0.069175331818558;0.0693826620140387;;
75;demand;xgb;0;('gbtree', 300, 10, 0.8, 0.8, 6);168;0.14286;24;;;;Adam;;minmax;0.5811395645141602;38606.43879675865;4238792.5;1608.7618408203125;1316.7030029296875;0.0632563941685396;0.0635394155979156;;
76;demand;xgb;0;('gbtree', 300, 10, 0.8, 0.8, 6);168;0.28572;48;;;;Adam;;minmax;0.479938268661499;31445.3429312706;4455385.0;1664.2618408203125;1363.103759765625;0.0651140017564293;0.0651111751794815;;
77;demand;xgb;0;('gbtree', 300, 10, 0.8, 0.8, 6);168;0.42858;72;;;;Adam;;minmax;0.5481827259063721;28735.246700286865;4673260.0;1724.46337890625;1422.58642578125;0.0677105249951544;0.0676141083240509;;
78;demand;xgb;0;('gbtree', 300, 10, 0.8, 0.8, 6);168;0.571429;96;;;;Adam;;minmax;0.5617952346801758;29534.191539764404;4894699.5;1770.4732666015625;1466.9993896484375;0.0698176051528624;0.0696557685732841;;
79;demand;xgb;0;('gbtree', 300, 10, 0.8, 0.8, 6);168;0.714286;120;;;;Adam;;minmax;0.5779173374176025;35997.05156683922;5111436.0;1819.9810791015625;1507.251953125;0.0720569965502316;0.0717938914895057;;
80;demand;xgb;0;('gbtree', 300, 10, 0.8, 0.8, 6);168;0.857143;144;;;;Adam;;minmax;0.3277914524078369;26339.50428915024;5177563.0;1846.60400390625;1530.11083984375;0.0735058979212172;0.0732669308781623;;
81;demand;lr;0;(False, True, False);168;1.0;168;;;;Adam;;minmax;0.0136008262634277;0.3380153179168701;3779494.0;1384.8682861328125;1136.10009765625;0.0605126792931465;0.0615899749100208;;
82;demand;rf;0;(300, 10, 4, 1);168;1.0;168;;;;Adam;;minmax;0.2561898231506347;84.82172322273254;4286116.966436748;1701.4871732189602;1414.2872111134857;0.0697962806392534;0.0699953246486603;;
83;demand;xgb;0;('gbtree', 300, 10, 0.8, 0.8, 6);168;1.0;168;;;;Adam;;minmax;0.5696280002593994;35954.56952929497;5288407.5;1872.017822265625;1549.17236328125;0.07473114087534297;0.0745590552687645;;
