;DATASET;MODEL;MODEL_INDEX;MODEL_DESCRIPTION;FORECAST_HORIZON;PAST_HISTORY_FACTOR;PAST_HISTORY;BATCH_SIZE;EPOCHS;STEPS;OPTIMIZER;LEARNING_RATE;NORMALIZATION;TEST_TIME;TRAINING_TIME;mse;rmse;mae;wape;mape;LOSS;VAL_LOSS
74;supply;xgb;74;('gbtree', 100, 5, 0.5, 0.8, 5);24;3.0;1;;;;Adam;;minmax;0.0277373790740966;668.5721015930176;907651.25;714.8471;590.9155;0.0400870109256638;0.041657332;;
75;supply;xgb;75;('gbtree', 100, 5, 0.5, 0.8, 6);24;3.0;1;;;;Adam;;minmax;0.0301465988159179;824.2478258609772;917376.4;708.4936;587.6219;0.0395125953836822;0.041016933;;
76;supply;xgb;76;('gbtree', 100, 5, 0.5, 1.0, 3);24;3.0;1;;;;Adam;;minmax;0.0240941047668457;237.79317450523376;913015.2;731.75494;610.0941;0.0419237261467864;0.043610148;;
77;supply;xgb;77;('gbtree', 100, 5, 0.5, 1.0, 4);24;3.0;1;;;;Adam;;minmax;0.0270149707794189;475.68914771080017;915136.8;726.0766;603.91425;0.0411901530944222;0.04280426;;
78;supply;xgb;78;('gbtree', 100, 5, 0.5, 1.0, 5);24;3.0;1;;;;Adam;;minmax;0.0312147140502929;453.6677451133728;929693.56;722.8632;599.6862;0.0406019979546504;0.042169716;;
79;supply;xgb;79;('gbtree', 100, 5, 0.5, 1.0, 6);24;3.0;1;;;;Adam;;minmax;0.032280683517456;783.9468142986298;930917.0;715.96387;594.0718;0.0398701191902733;0.041370876;;
80;supply;xgb;80;('gbtree', 100, 5, 0.6, 0.5, 3);24;3.0;1;;;;Adam;;minmax;0.0242607593536376;284.833104133606;903975.7;724.2892;603.94415;0.0416864138845043;0.043396663;;
81;supply;xgb;81;('gbtree', 100, 5, 0.6, 0.5, 4);24;3.0;1;;;;Adam;;minmax;0.0121622085571289;428.3900649547577;908534.3;720.3894;598.42755;0.0409368721668987;0.042583164;;
82;supply;xgb;82;('gbtree', 100, 5, 0.6, 0.5, 5);24;3.0;1;;;;Adam;;minmax;0.0204367637634277;493.03785824775696;916415.5;716.3884;595.3702;0.0403469394861573;0.041921534;;
83;supply;xgb;83;('gbtree', 100, 5, 0.6, 0.5, 6);24;3.0;1;;;;Adam;;minmax;0.0355501174926757;475.9893071651459;912899.4;701.28253;582.361;0.0391955973828872;0.040714175;;
84;supply;xgb;84;('gbtree', 100, 5, 0.6, 0.6, 3);24;3.0;1;;;;Adam;;minmax;0.0255024433135986;199.14846849441528;903007.75;725.24445;604.84204;0.0416354061117112;0.04334037;;
85;supply;xgb;85;('gbtree', 100, 5, 0.6, 0.6, 4);24;3.0;1;;;;Adam;;minmax;0.0273745059967041;362.16516304016113;907813.2;721.46454;599.71185;0.0409377964220314;0.042579778;;
86;supply;xgb;86;('gbtree', 100, 5, 0.6, 0.6, 5);24;3.0;1;;;;Adam;;minmax;0.0312645435333251;728.42933344841;898060.94;706.47925;585.0237;0.0397256272589058;0.041275937;;
87;supply;xgb;87;('gbtree', 100, 5, 0.6, 0.6, 6);24;3.0;1;;;;Adam;;minmax;0.0273492336273193;419.4673235416413;924261.8;707.8524;587.5232;0.039471150101776;0.040984042;;
88;supply;xgb;88;('gbtree', 100, 5, 0.6, 0.8, 3);24;3.0;1;;;;Adam;;minmax;0.0240821838378906;275.16058826446533;903596.44;723.8751;603.79297;0.0415870596547925;0.04327788;;
89;supply;xgb;89;('gbtree', 100, 5, 0.6, 0.8, 4);24;3.0;1;;;;Adam;;minmax;0.01283860206604;37.31822347640991;915033.6;724.8522;604.13574;0.0411521815735487;0.042768423;;
90;supply;xgb;90;('gbtree', 100, 5, 0.6, 0.8, 5);24;3.0;1;;;;Adam;;minmax;0.0307846069335937;495.7381052970886;932706.3;723.62384;602.5892;0.0406993659257428;0.042249855;;
91;supply;xgb;91;('gbtree', 100, 5, 0.6, 0.8, 6);24;3.0;1;;;;Adam;;minmax;0.0328528881072998;965.7345716953278;910275.56;701.21643;581.31665;0.0390233360722006;0.040510193;;
92;supply;xgb;92;('gbtree', 100, 5, 0.6, 1.0, 3);24;3.0;1;;;;Adam;;minmax;0.0241851806640625;355.6812164783478;902314.56;724.8331;604.08167;0.0415739470194128;0.043263998;;
93;supply;xgb;93;('gbtree', 100, 5, 0.6, 1.0, 4);24;3.0;1;;;;Adam;;minmax;0.0281004905700683;481.2933461666107;903190.25;719.06885;598.5742;0.0408147091365425;0.04242091;;
94;supply;xgb;94;('gbtree', 100, 5, 0.6, 1.0, 5);24;3.0;1;;;;Adam;;minmax;0.030959129333496;719.1092162132263;926559.2;718.381;596.3858;0.0403392083235563;0.041905403;;
95;supply;xgb;95;('gbtree', 100, 5, 0.6, 1.0, 6);24;3.0;1;;;;Adam;;minmax;0.0342857837677001;1113.1424582004547;917742.5;703.112;583.9078;0.0391549116814639;0.040645152;;
96;supply;xgb;96;('gbtree', 100, 5, 0.8, 0.5, 3);24;3.0;1;;;;Adam;;minmax;0.0248453617095947;337.65900015830994;903184.6;723.91656;604.31635;0.0416971823753284;0.043402564;;
97;supply;xgb;97;('gbtree', 100, 5, 0.8, 0.5, 4);24;3.0;1;;;;Adam;;minmax;0.0275995731353759;539.6728796958923;897161.5;712.67035;592.7841;0.0405913138644655;0.042228565;;
98;supply;xgb;98;('gbtree', 100, 5, 0.8, 0.5, 5);24;3.0;1;;;;Adam;;minmax;0.0139622688293457;673.3754448890686;914621.44;709.9194;589.7901;0.0399825518578559;0.041559197;;
99;supply;xgb;99;('gbtree', 100, 5, 0.8, 0.5, 6);24;3.0;1;;;;Adam;;minmax;0.0360298156738281;896.6122894287109;913300.2;697.6219;581.23413;0.0389697910729764;0.040461987;;
100;supply;xgb;100;('gbtree', 100, 5, 0.8, 0.6, 3);24;3.0;1;;;;Adam;;minmax;0.0270190238952636;366.1872074604034;895950.94;719.3258;599.7014;0.041366088742237;0.04307624;;
101;supply;xgb;101;('gbtree', 100, 5, 0.8, 0.6, 4);24;3.0;1;;;;Adam;;minmax;0.0270667076110839;396.2865030765533;905843.56;716.0382;595.79065;0.0406801225312618;0.04229954;;
102;supply;xgb;102;('gbtree', 100, 5, 0.8, 0.6, 5);24;3.0;1;;;;Adam;;minmax;0.0271522998809814;657.395345211029;892469.5;698.2163;578.3955;0.0392986411125364;0.04086315;;
103;supply;xgb;103;('gbtree', 100, 5, 0.8, 0.6, 6);24;3.0;1;;;;Adam;;minmax;0.0348269939422607;996.0074391365052;900600.4;689.50616;572.9341;0.0384985931927278;0.039997105;;
104;supply;xgb;104;('gbtree', 100, 5, 0.8, 0.8, 3);24;3.0;1;;;;Adam;;minmax;0.0240037441253662;343.2630932331085;909291.25;725.39465;606.0647;0.0417169479928452;0.043406427;;
105;supply;xgb;105;('gbtree', 100, 5, 0.8, 0.8, 4);24;3.0;1;;;;Adam;;minmax;0.0286941528320312;476.3888957500458;906708.06;716.6272;596.20844;0.0406774863930161;0.042296562;;
106;supply;xgb;106;('gbtree', 100, 5, 0.8, 0.8, 5);24;3.0;1;;;;Adam;;minmax;0.0305171012878417;732.1949279308319;905206.4;702.3707;582.7956;0.0395231679924108;0.04107966;;
107;supply;xgb;107;('gbtree', 100, 5, 0.8, 0.8, 6);24;3.0;1;;;;Adam;;minmax;0.0348250865936279;1129.1753959655762;919203.2;700.5541;584.12427;0.0390193134880547;0.040505975;;
108;supply;xgb;108;('gbtree', 100, 5, 0.8, 1.0, 3);24;3.0;1;;;;Adam;;minmax;0.0187036991119384;377.424280166626;901986.1;722.6036;604.0885;0.0415555262968347;0.04325311;;
109;supply;xgb;109;('gbtree', 100, 5, 0.8, 1.0, 4);24;3.0;1;;;;Adam;;minmax;0.0274233818054199;569.9315369129181;896024.94;710.63715;590.47253;0.040352744709747;0.04195811;;
110;supply;xgb;110;('gbtree', 100, 5, 0.8, 1.0, 5);24;3.0;1;;;;Adam;;minmax;0.0314576625823974;502.3275511264801;919873.3;711.23395;592.0876;0.0400295716126325;0.04158114;;
111;supply;xgb;111;('gbtree', 100, 5, 0.8, 1.0, 6);24;3.0;1;;;;Adam;;minmax;0.0337789058685302;1066.4091744422913;913857.7;695.6179;579.21936;0.0387149489629852;0.040194552;;
112;supply;xgb;112;('gbtree', 100, 5, 1.0, 0.5, 3);24;3.0;1;;;;Adam;;minmax;0.0247120857238769;316.2839496135712;902113.8;721.05774;600.9867;0.0415138330194693;0.04324082;;
113;supply;xgb;113;('gbtree', 100, 5, 1.0, 0.5, 4);24;3.0;1;;;;Adam;;minmax;0.0110032558441162;532.975813627243;886135.5;704.54675;585.2487;0.0401620858666222;0.041817423;;
114;supply;xgb;114;('gbtree', 100, 5, 1.0, 0.5, 5);24;3.0;1;;;;Adam;;minmax;0.0360634326934814;659.3090264797211;906823.8;701.39026;583.2011;0.0396274952216791;0.041217167;;
115;supply;xgb;115;('gbtree', 100, 5, 1.0, 0.5, 6);24;3.0;1;;;;Adam;;minmax;0.0348443984985351;1097.3491172790527;907384.4;688.3802;572.59534;0.0385057998345253;0.040018357;;
116;supply;xgb;116;('gbtree', 100, 5, 1.0, 0.6, 3);24;3.0;1;;;;Adam;;minmax;0.0237071514129638;335.5761778354645;894140.94;715.92114;597.0397;0.0412769925417863;0.042991377;;
117;supply;xgb;117;('gbtree', 100, 5, 1.0, 0.6, 4);24;3.0;1;;;;Adam;;minmax;0.0282344818115234;552.5004398822784;894682.5;708.4649;588.98486;0.0403256486180249;0.041955795;;
118;supply;xgb;118;('gbtree', 100, 5, 1.0, 0.6, 5);24;3.0;1;;;;Adam;;minmax;0.028775930404663;803.0387630462646;904219.0;700.3353;582.24677;0.039569910851562;0.041151386;;
119;supply;xgb;119;('gbtree', 100, 5, 1.0, 0.6, 6);24;3.0;1;;;;Adam;;minmax;0.0379245281219482;1068.9390907287598;905015.5;686.61365;570.36884;0.0384158881285039;0.039929476;;
120;supply;xgb;120;('gbtree', 100, 5, 1.0, 0.8, 3);24;3.0;1;;;;Adam;;minmax;0.0231060981750488;350.4599440097809;903197.7;721.43317;602.44775;0.0415332564155342;0.043239318;;
121;supply;xgb;121;('gbtree', 100, 5, 1.0, 0.8, 4);24;3.0;1;;;;Adam;;minmax;0.0241696834564209;528.7601363658905;900713.1;713.1476;594.0461;0.0405627858215403;0.04217304;;
122;supply;xgb;122;('gbtree', 100, 5, 1.0, 0.8, 5);24;3.0;1;;;;Adam;;minmax;0.0317921638488769;791.7165615558624;901810.44;698.90424;580.3839;0.0393844989738138;0.04096325;;
123;supply;xgb;123;('gbtree', 100, 5, 1.0, 0.8, 6);24;3.0;1;;;;Adam;;minmax;0.0396432876586914;1058.482756614685;921097.8;694.667;577.8294;0.0387278265259888;0.04022743;;
124;supply;xgb;124;('gbtree', 100, 5, 1.0, 1.0, 3);24;3.0;1;;;;Adam;;minmax;0.0236661434173584;352.2153151035309;895033.4;717.57837;597.95337;0.0411988770250537;0.04290082;;
